task_slug,task_name,category,model,score,avg_input_tokens,avg_output_tokens,wall_sec,n_requests,total_input_tokens,total_output_tokens,avg_latency_ms
collatz-length-rf-learning,collatz_length_rf_learning,Reinforcement Learning,Gemini 3.1 Flash-Lite Preview,0.0436,,,,,,,
collatz-length-rf-learning,collatz_length_rf_learning,Reinforcement Learning,Gemini 3.1 Pro Preview,0.8875,,,,,,,
collatz-length-rf-learning,collatz_length_rf_learning,Reinforcement Learning,Gemma 4 26B A4B,0.0192,,,,,,,
collatz-length-rf-learning,collatz_length_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Instruct,0.0248,480.0,8.0,13.32,28,13441,223,397.5
collatz-length-rf-learning,collatz_length_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Thinking,0.0464,,,,,,,
consonant-clusters-concept-learning,consonant_clusters_concept_learning,Concept Formation,Claude Haiku 4.5,0.0,2453.4,86.6,35.96,30,73601,2597,1065.0
consonant-clusters-concept-learning,consonant_clusters_concept_learning,Concept Formation,Claude Opus 4.6,0.0,,,,,,,
consonant-clusters-concept-learning,consonant_clusters_concept_learning,Concept Formation,Claude Sonnet 4.6,0.1,,,,,,,
consonant-clusters-concept-learning,consonant_clusters_concept_learning,Concept Formation,DeepSeek V3.2,0.20714285714285713,,,,,,,
consonant-clusters-concept-learning,consonant_clusters_concept_learning,Concept Formation,GLM-5,0.5,,,,,,,
consonant-clusters-concept-learning,consonant_clusters_concept_learning,Concept Formation,GPT-5.4,0.0,,,,,,,
consonant-clusters-concept-learning,consonant_clusters_concept_learning,Concept Formation,GPT-5.4 mini,0.0,,,,,,,
consonant-clusters-concept-learning,consonant_clusters_concept_learning,Concept Formation,GPT-5.4 nano,0.0,,,,,,,
consonant-clusters-concept-learning,consonant_clusters_concept_learning,Concept Formation,Gemini 2.5 Flash,0.2392857142857143,,,,,,,
consonant-clusters-concept-learning,consonant_clusters_concept_learning,Concept Formation,Gemini 3.1 Flash-Lite Preview,0.4785714285714286,,,,,,,
consonant-clusters-concept-learning,consonant_clusters_concept_learning,Concept Formation,Gemini 3.1 Pro Preview,0.9571428571428572,,,,,,,
consonant-clusters-concept-learning,consonant_clusters_concept_learning,Concept Formation,Gemma 4 26B A4B,0.12142857142857144,,,,,,,
consonant-clusters-concept-learning,consonant_clusters_concept_learning,Concept Formation,Qwen 3 Next 80B Instruct,0.0,,,,,,,
consonant-clusters-concept-learning,consonant_clusters_concept_learning,Concept Formation,Qwen 3 Next 80B Thinking,0.46785714285714286,,,,,,,
counterfactual-sequence-rewrite-assoc-learning,cumulative_state_rewrite_assoc_learning,Associative Learning,Claude Haiku 4.5,0.5714285714285714,,,,,,,
counterfactual-sequence-rewrite-assoc-learning,cumulative_state_rewrite_assoc_learning,Associative Learning,Claude Opus 4.6,0.14285714285714285,,,,,,,
counterfactual-sequence-rewrite-assoc-learning,cumulative_state_rewrite_assoc_learning,Associative Learning,Claude Sonnet 4.6,0.14285714285714285,,,,,,,
counterfactual-sequence-rewrite-assoc-learning,cumulative_state_rewrite_assoc_learning,Associative Learning,DeepSeek V3.2,0.0,,,,,,,
counterfactual-sequence-rewrite-assoc-learning,cumulative_state_rewrite_assoc_learning,Associative Learning,GLM-5,1.0,1401.0,13008.0,225.87,1,1401,13008,224718.0
counterfactual-sequence-rewrite-assoc-learning,cumulative_state_rewrite_assoc_learning,Associative Learning,GPT-5.4,0.0,,,,,,,
counterfactual-sequence-rewrite-assoc-learning,cumulative_state_rewrite_assoc_learning,Associative Learning,GPT-5.4 mini,0.14285714285714285,,,,,,,
counterfactual-sequence-rewrite-assoc-learning,cumulative_state_rewrite_assoc_learning,Associative Learning,GPT-5.4 nano,0.0,,,,,,,
counterfactual-sequence-rewrite-assoc-learning,cumulative_state_rewrite_assoc_learning,Associative Learning,Gemini 2.5 Flash,0.7142857142857143,,,,,,,
counterfactual-sequence-rewrite-assoc-learning,cumulative_state_rewrite_assoc_learning,Associative Learning,Gemini 3.1 Flash-Lite Preview,0.2857142857142857,,,,,,,
counterfactual-sequence-rewrite-assoc-learning,cumulative_state_rewrite_assoc_learning,Associative Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
counterfactual-sequence-rewrite-assoc-learning,cumulative_state_rewrite_assoc_learning,Associative Learning,Gemma 4 26B A4B,0.14285714285714285,,,,,,,
counterfactual-sequence-rewrite-assoc-learning,cumulative_state_rewrite_assoc_learning,Associative Learning,Qwen 3 Next 80B Instruct,0.14285714285714285,,,,,,,
counterfactual-sequence-rewrite-assoc-learning,cumulative_state_rewrite_assoc_learning,Associative Learning,Qwen 3 Next 80B Thinking,0.14285714285714285,,,,,,,
crt-unique-rf-learning,crt_unique_rf_learning,Reinforcement Learning,Claude Haiku 4.5,0.2,,,,,,,
crt-unique-rf-learning,crt_unique_rf_learning,Reinforcement Learning,Claude Opus 4.6,1.0,,,,,,,
crt-unique-rf-learning,crt_unique_rf_learning,Reinforcement Learning,Claude Sonnet 4.6,0.2,,,,,,,
crt-unique-rf-learning,crt_unique_rf_learning,Reinforcement Learning,DeepSeek V3.2,0.8088,,,,,,,
crt-unique-rf-learning,crt_unique_rf_learning,Reinforcement Learning,GLM-5,0.2,,,,,,,
crt-unique-rf-learning,crt_unique_rf_learning,Reinforcement Learning,GPT-5.4,0.2,,,,,,,
crt-unique-rf-learning,crt_unique_rf_learning,Reinforcement Learning,GPT-5.4 mini,0.2,,,,,,,
crt-unique-rf-learning,crt_unique_rf_learning,Reinforcement Learning,GPT-5.4 nano,0.2,,,,,,,
crt-unique-rf-learning,crt_unique_rf_learning,Reinforcement Learning,Gemini 2.5 Flash,0.2,,,,,,,
crt-unique-rf-learning,crt_unique_rf_learning,Reinforcement Learning,Gemini 3.1 Flash-Lite Preview,0.8088,,,,,,,
crt-unique-rf-learning,crt_unique_rf_learning,Reinforcement Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
crt-unique-rf-learning,crt_unique_rf_learning,Reinforcement Learning,Gemma 4 26B A4B,1.0,,,,,,,
crt-unique-rf-learning,crt_unique_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Instruct,0.9333,6087.0,3948.0,65.6,4,24348,15792,15415.2
crt-unique-rf-learning,crt_unique_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Thinking,0.9775,,,,,,,
cubic-eval-rf-learning,cubic_eval_rf_learning,Reinforcement Learning,Claude Haiku 4.5,0.9795,,,,,,,
cubic-eval-rf-learning,cubic_eval_rf_learning,Reinforcement Learning,Claude Opus 4.6,1.0,,,,,,,
cubic-eval-rf-learning,cubic_eval_rf_learning,Reinforcement Learning,Claude Sonnet 4.6,0.9489,,,,,,,
cubic-eval-rf-learning,cubic_eval_rf_learning,Reinforcement Learning,DeepSeek V3.2,0.9693,,,,,,,
cubic-eval-rf-learning,cubic_eval_rf_learning,Reinforcement Learning,GLM-5,1.0,,,,,,,
cubic-eval-rf-learning,cubic_eval_rf_learning,Reinforcement Learning,GPT-5.4,0.9693,,,,,,,
cubic-eval-rf-learning,cubic_eval_rf_learning,Reinforcement Learning,GPT-5.4 mini,0.2,,,,,,,
cubic-eval-rf-learning,cubic_eval_rf_learning,Reinforcement Learning,GPT-5.4 nano,0.8284,1319.3,99.9,19.2,13,17151,1299,1064.9
cubic-eval-rf-learning,cubic_eval_rf_learning,Reinforcement Learning,Gemini 2.5 Flash,0.9591,,,,,,,
cubic-eval-rf-learning,cubic_eval_rf_learning,Reinforcement Learning,Gemini 3.1 Flash-Lite Preview,0.9898,,,,,,,
cubic-eval-rf-learning,cubic_eval_rf_learning,Reinforcement Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
cubic-eval-rf-learning,cubic_eval_rf_learning,Reinforcement Learning,Gemma 4 26B A4B,1.0,,,,,,,
cubic-eval-rf-learning,cubic_eval_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Instruct,0.8159,,,,,,,
cubic-eval-rf-learning,cubic_eval_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Thinking,1.0,,,,,,,
custom-gravity-simulation-obs-learning,custom_gravity_simulation_obs_learning,Observational Learning,Claude Haiku 4.5,1.0,1581.0,94.0,2.05,1,1581,94,1057.0
custom-gravity-simulation-obs-learning,custom_gravity_simulation_obs_learning,Observational Learning,Claude Opus 4.6,1.0,,,,,,,
custom-gravity-simulation-obs-learning,custom_gravity_simulation_obs_learning,Observational Learning,Claude Sonnet 4.6,1.0,,,,,,,
custom-gravity-simulation-obs-learning,custom_gravity_simulation_obs_learning,Observational Learning,DeepSeek V3.2,0.75,,,,,,,
custom-gravity-simulation-obs-learning,custom_gravity_simulation_obs_learning,Observational Learning,GLM-5,0.0,,,,,,,
custom-gravity-simulation-obs-learning,custom_gravity_simulation_obs_learning,Observational Learning,GPT-5.4,1.0,,,,,,,
custom-gravity-simulation-obs-learning,custom_gravity_simulation_obs_learning,Observational Learning,GPT-5.4 mini,0.5,,,,,,,
custom-gravity-simulation-obs-learning,custom_gravity_simulation_obs_learning,Observational Learning,GPT-5.4 nano,0.75,,,,,,,
custom-gravity-simulation-obs-learning,custom_gravity_simulation_obs_learning,Observational Learning,Gemini 2.5 Flash,1.0,,,,,,,
custom-gravity-simulation-obs-learning,custom_gravity_simulation_obs_learning,Observational Learning,Gemini 3.1 Flash-Lite Preview,1.0,,,,,,,
custom-gravity-simulation-obs-learning,custom_gravity_simulation_obs_learning,Observational Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
custom-gravity-simulation-obs-learning,custom_gravity_simulation_obs_learning,Observational Learning,Gemma 4 26B A4B,1.0,,,,,,,
custom-gravity-simulation-obs-learning,custom_gravity_simulation_obs_learning,Observational Learning,Qwen 3 Next 80B Instruct,1.0,,,,,,,
custom-gravity-simulation-obs-learning,custom_gravity_simulation_obs_learning,Observational Learning,Qwen 3 Next 80B Thinking,1.0,,,,,,,
digit-cipher-concept-learning,digit_cipher_concept_learning,Concept Formation,Claude Haiku 4.5,0.0,,,,,,,
digit-cipher-concept-learning,digit_cipher_concept_learning,Concept Formation,Claude Opus 4.6,0.4,,,,,,,
digit-cipher-concept-learning,digit_cipher_concept_learning,Concept Formation,Claude Sonnet 4.6,0.0,,,,,,,
digit-cipher-concept-learning,digit_cipher_concept_learning,Concept Formation,DeepSeek V3.2,0.4,,,,,,,
digit-cipher-concept-learning,digit_cipher_concept_learning,Concept Formation,GLM-5,1.0,300.5,4166.5,195.18,2,601,8333,91457.5
digit-cipher-concept-learning,digit_cipher_concept_learning,Concept Formation,GPT-5.4,0.0,,,,,,,
digit-cipher-concept-learning,digit_cipher_concept_learning,Concept Formation,GPT-5.4 mini,0.0,,,,,,,
digit-cipher-concept-learning,digit_cipher_concept_learning,Concept Formation,GPT-5.4 nano,0.0,,,,,,,
digit-cipher-concept-learning,digit_cipher_concept_learning,Concept Formation,Gemini 2.5 Flash,0.16,,,,,,,
digit-cipher-concept-learning,digit_cipher_concept_learning,Concept Formation,Gemini 3.1 Flash-Lite Preview,0.0,,,,,,,
digit-cipher-concept-learning,digit_cipher_concept_learning,Concept Formation,Gemini 3.1 Pro Preview,1.0,,,,,,,
digit-cipher-concept-learning,digit_cipher_concept_learning,Concept Formation,Gemma 4 26B A4B,0.0,,,,,,,
digit-cipher-concept-learning,digit_cipher_concept_learning,Concept Formation,Qwen 3 Next 80B Instruct,0.0,,,,,,,
digit-cipher-concept-learning,digit_cipher_concept_learning,Concept Formation,Qwen 3 Next 80B Thinking,0.0,,,,,,,
digitwise-l1-rf-learning,digitwise_l1_rf_learning,Reinforcement Learning,Claude Haiku 4.5,0.1289,,,,,,,
digitwise-l1-rf-learning,digitwise_l1_rf_learning,Reinforcement Learning,Claude Opus 4.6,0.1615,,,,,,,
digitwise-l1-rf-learning,digitwise_l1_rf_learning,Reinforcement Learning,Claude Sonnet 4.6,0.1526,,,,,,,
digitwise-l1-rf-learning,digitwise_l1_rf_learning,Reinforcement Learning,DeepSeek V3.2,0.1659,,,,,,,
digitwise-l1-rf-learning,digitwise_l1_rf_learning,Reinforcement Learning,GLM-5,0.1541,,,,,,,
digitwise-l1-rf-learning,digitwise_l1_rf_learning,Reinforcement Learning,GPT-5.4,0.1733,,,,,,,
digitwise-l1-rf-learning,digitwise_l1_rf_learning,Reinforcement Learning,GPT-5.4 mini,0.1615,,,,,,,
digitwise-l1-rf-learning,digitwise_l1_rf_learning,Reinforcement Learning,GPT-5.4 nano,0.16,4136.8,227.2,51.62,28,115829,6361,1633.3
digitwise-l1-rf-learning,digitwise_l1_rf_learning,Reinforcement Learning,Gemini 2.5 Flash,0.1363,,,,,,,
digitwise-l1-rf-learning,digitwise_l1_rf_learning,Reinforcement Learning,Gemini 3.1 Flash-Lite Preview,0.1704,,,,,,,
digitwise-l1-rf-learning,digitwise_l1_rf_learning,Reinforcement Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
digitwise-l1-rf-learning,digitwise_l1_rf_learning,Reinforcement Learning,Gemma 4 26B A4B,0.16,,,,,,,
digitwise-l1-rf-learning,digitwise_l1_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Instruct,0.1541,,,,,,,
digitwise-l1-rf-learning,digitwise_l1_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Thinking,0.1481,,,,,,,
dimval-metathesis-lang-learning,dimval_metathesis_lang_learning,Language Learning,Claude Haiku 4.5,0.1,,,,,,,
dimval-metathesis-lang-learning,dimval_metathesis_lang_learning,Language Learning,Claude Opus 4.6,0.2,,,,,,,
dimval-metathesis-lang-learning,dimval_metathesis_lang_learning,Language Learning,Claude Sonnet 4.6,0.22307692307692306,,,,,,,
dimval-metathesis-lang-learning,dimval_metathesis_lang_learning,Language Learning,DeepSeek V3.2,0.2923076923076923,,,,,,,
dimval-metathesis-lang-learning,dimval_metathesis_lang_learning,Language Learning,GLM-5,0.676923076923077,,,,,,,
dimval-metathesis-lang-learning,dimval_metathesis_lang_learning,Language Learning,GPT-5.4,0.25,,,,,,,
dimval-metathesis-lang-learning,dimval_metathesis_lang_learning,Language Learning,GPT-5.4 mini,0.22692307692307692,,,,,,,
dimval-metathesis-lang-learning,dimval_metathesis_lang_learning,Language Learning,GPT-5.4 nano,0.19230769230769232,,,,,,,
dimval-metathesis-lang-learning,dimval_metathesis_lang_learning,Language Learning,Gemini 2.5 Flash,0.4,,,,,,,
dimval-metathesis-lang-learning,dimval_metathesis_lang_learning,Language Learning,Gemini 3.1 Flash-Lite Preview,0.45384615384615384,,,,,,,
dimval-metathesis-lang-learning,dimval_metathesis_lang_learning,Language Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
dimval-metathesis-lang-learning,dimval_metathesis_lang_learning,Language Learning,Gemma 4 26B A4B,0.0,,,,,,,
dimval-metathesis-lang-learning,dimval_metathesis_lang_learning,Language Learning,Qwen 3 Next 80B Instruct,0.18076923076923077,825.1,24.8,5.11,8,6601,198,454.5
dimval-metathesis-lang-learning,dimval_metathesis_lang_learning,Language Learning,Qwen 3 Next 80B Thinking,0.8153846153846154,,,,,,,
disjunctive-noise-concept-learning,disjunctive_noise_concept_learning,Concept Formation,Claude Haiku 4.5,0.4,,,,,,,
disjunctive-noise-concept-learning,disjunctive_noise_concept_learning,Concept Formation,Claude Opus 4.6,0.4,,,,,,,
disjunctive-noise-concept-learning,disjunctive_noise_concept_learning,Concept Formation,Claude Sonnet 4.6,0.46,,,,,,,
disjunctive-noise-concept-learning,disjunctive_noise_concept_learning,Concept Formation,DeepSeek V3.2,0.0,,,,,,,
disjunctive-noise-concept-learning,disjunctive_noise_concept_learning,Concept Formation,GLM-5,0.7,,,,,,,
disjunctive-noise-concept-learning,disjunctive_noise_concept_learning,Concept Formation,GPT-5.4,0.43500000000000005,,,,,,,
disjunctive-noise-concept-learning,disjunctive_noise_concept_learning,Concept Formation,GPT-5.4 mini,0.5249999999999999,,,,,,,
disjunctive-noise-concept-learning,disjunctive_noise_concept_learning,Concept Formation,GPT-5.4 nano,0.1,,,,,,,
disjunctive-noise-concept-learning,disjunctive_noise_concept_learning,Concept Formation,Gemini 2.5 Flash,0.30000000000000004,,,,,,,
disjunctive-noise-concept-learning,disjunctive_noise_concept_learning,Concept Formation,Gemini 3.1 Flash-Lite Preview,0.38,,,,,,,
disjunctive-noise-concept-learning,disjunctive_noise_concept_learning,Concept Formation,Gemini 3.1 Pro Preview,0.5249999999999999,,,,,,,
disjunctive-noise-concept-learning,disjunctive_noise_concept_learning,Concept Formation,Gemma 4 26B A4B,0.43500000000000005,853.1,62.0,1824.8,8,6825,496,1625.9
disjunctive-noise-concept-learning,disjunctive_noise_concept_learning,Concept Formation,Qwen 3 Next 80B Instruct,0.32,,,,,,,
disjunctive-noise-concept-learning,disjunctive_noise_concept_learning,Concept Formation,Qwen 3 Next 80B Thinking,0.75,,,,,,,
divisor-count-rf-learning,divisor_count_rf_learning,Reinforcement Learning,Claude Haiku 4.5,0.7898,,,,,,,
divisor-count-rf-learning,divisor_count_rf_learning,Reinforcement Learning,Claude Opus 4.6,0.8,,,,,,,
divisor-count-rf-learning,divisor_count_rf_learning,Reinforcement Learning,Claude Sonnet 4.6,0.6977,,,,,,,
divisor-count-rf-learning,divisor_count_rf_learning,Reinforcement Learning,DeepSeek V3.2,0.7591,,,,,,,
divisor-count-rf-learning,divisor_count_rf_learning,Reinforcement Learning,GLM-5,0.7284,,,,,,,
divisor-count-rf-learning,divisor_count_rf_learning,Reinforcement Learning,GPT-5.4,0.7284,,,,,,,
divisor-count-rf-learning,divisor_count_rf_learning,Reinforcement Learning,GPT-5.4 mini,0.8,,,,,,,
divisor-count-rf-learning,divisor_count_rf_learning,Reinforcement Learning,GPT-5.4 nano,0.0,572.5,14.0,27.25,30,17175,420,705.0
divisor-count-rf-learning,divisor_count_rf_learning,Reinforcement Learning,Gemini 2.5 Flash,0.8,,,,,,,
divisor-count-rf-learning,divisor_count_rf_learning,Reinforcement Learning,Gemini 3.1 Flash-Lite Preview,0.8,,,,,,,
divisor-count-rf-learning,divisor_count_rf_learning,Reinforcement Learning,Gemini 3.1 Pro Preview,0.8,,,,,,,
divisor-count-rf-learning,divisor_count_rf_learning,Reinforcement Learning,Gemma 4 26B A4B,0.8,,,,,,,
divisor-count-rf-learning,divisor_count_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Instruct,0.0,,,,,,,
divisor-count-rf-learning,divisor_count_rf_learning,Reinforcement Learning,Qwen 3 Next 80B Thinking,0.7284,,,,,,,
drafnelt-switch-reference-lang-learning,drafnelt_switch_reference_lang_learning,Language Learning,Claude Haiku 4.5,0.7,,,,,,,
drafnelt-switch-reference-lang-learning,drafnelt_switch_reference_lang_learning,Language Learning,Claude Opus 4.6,1.0,,,,,,,
drafnelt-switch-reference-lang-learning,drafnelt_switch_reference_lang_learning,Language Learning,Claude Sonnet 4.6,1.0,,,,,,,
drafnelt-switch-reference-lang-learning,drafnelt_switch_reference_lang_learning,Language Learning,DeepSeek V3.2,1.0,,,,,,,
drafnelt-switch-reference-lang-learning,drafnelt_switch_reference_lang_learning,Language Learning,GLM-5,1.0,741.5,2296.5,58.18,2,1483,4593,28561.0
drafnelt-switch-reference-lang-learning,drafnelt_switch_reference_lang_learning,Language Learning,GPT-5.4,1.0,,,,,,,
drafnelt-switch-reference-lang-learning,drafnelt_switch_reference_lang_learning,Language Learning,GPT-5.4 mini,0.95,,,,,,,
drafnelt-switch-reference-lang-learning,drafnelt_switch_reference_lang_learning,Language Learning,GPT-5.4 nano,0.4,,,,,,,
drafnelt-switch-reference-lang-learning,drafnelt_switch_reference_lang_learning,Language Learning,Gemini 2.5 Flash,0.95,,,,,,,
drafnelt-switch-reference-lang-learning,drafnelt_switch_reference_lang_learning,Language Learning,Gemini 3.1 Flash-Lite Preview,1.0,,,,,,,
drafnelt-switch-reference-lang-learning,drafnelt_switch_reference_lang_learning,Language Learning,Gemini 3.1 Pro Preview,1.0,,,,,,,
drafnelt-switch-reference-lang-learning,drafnelt_switch_reference_lang_learning,Language Learning,Gemma 4 26B A4B,0.3375,,,,,,,
